CountryName,CountryCode,01jan2020,02jan2020,03jan2020,04jan2020,05jan2020,06jan2020,07jan2020,08jan2020,09jan2020,10jan2020,11jan2020,12jan2020,13jan2020,14jan2020,15jan2020,16jan2020,17jan2020,18jan2020,19jan2020,20jan2020,21jan2020,22jan2020,23jan2020,24jan2020,25jan2020,26jan2020,27jan2020,28jan2020,29jan2020,30jan2020,31jan2020,01feb2020,02feb2020,03feb2020,04feb2020,05feb2020,06feb2020,07feb2020,08feb2020,09feb2020,10feb2020,11feb2020,12feb2020,13feb2020,14feb2020,15feb2020,16feb2020,17feb2020,18feb2020,19feb2020,20feb2020,21feb2020,22feb2020,23feb2020,24feb2020,25feb2020,26feb2020,27feb2020,28feb2020,29feb2020,01mar2020,02mar2020,03mar2020,04mar2020,05mar2020,06mar2020,07mar2020,08mar2020,09mar2020,10mar2020,11mar2020,12mar2020,13mar2020,14mar2020,15mar2020,16mar2020,17mar2020,18mar2020,19mar2020,20mar2020,21mar2020,22mar2020,23mar2020,24mar2020,25mar2020,26mar2020,27mar2020,28mar2020,29mar2020,30mar2020,31mar2020,01apr2020,02apr2020,03apr2020,04apr2020,05apr2020,06apr2020,07apr2020,08apr2020,09apr2020,10apr2020,11apr2020,12apr2020,13apr2020,14apr2020,15apr2020,16apr2020,17apr2020,18apr2020,19apr2020,20apr2020,21apr2020,22apr2020,23apr2020,24apr2020,25apr2020,26apr2020,27apr2020,28apr2020,29apr2020,30apr2020,01may2020,02may2020,03may2020,04may2020,05may2020,06may2020,07may2020,08may2020,09may2020,10may2020,11may2020,12may2020,13may2020,14may2020,15may2020,16may2020,17may2020,18may2020,19may2020,20may2020,21may2020,22may2020,23may2020,24may2020,25may2020,26may2020,27may2020,28may2020,29may2020,30may2020,31may2020,01jun2020,02jun2020,03jun2020,04jun2020,05jun2020,06jun2020,07jun2020,08jun2020,09jun2020,10jun2020,11jun2020,12jun2020,13jun2020,14jun2020,15jun2020,16jun2020,17jun2020,18jun2020
Guinea,GIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,19,19,19,19,19,19,19,19,26,26,26,26,26,26,58,58,58,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,,
Gambia,GMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,40,40,46,46,46,48,48,48,48,57,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,58,58,58,58,62,62,62,62,62,62,62,62,62,62
Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,13,13,13,13,13,20,20,20,20,22,23,23,28,28,38,38,38,38,47,47,47,53,53,60,60,66,66,66,66,66,66,66,66,66,66,66,66,66,66,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,69,63,63,63,63,63,63,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,63,63,58,58,58,58,58,58,58,58,47,47,47,47,47,47,43,43,43,43
Greenland,GRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,15,15,15,15,15,15,15,15,15,15,35,35,35,35,35,54,62,62,62,62,62,65,65,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,68,68,68,68,72,72,72,72,70,70,70,68,68,68,68,68,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,55,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,46,46,,
Guatemala,GTM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,17,17,17,21,21,21,23,26,26,31,39,60,60,60,60,60,67,67,67,67,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,72,72,72,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,,,,,,,,,,
Guam,GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,41,41,41,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,53,56,56,62,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,62,62,62,62,62,62,62,63,63,66,66,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,67,,,,,,,,,,,,,,
Guyana,GUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,20,28,28,28,28,35,35,39,39,39,39,39,39,39,39,46,47,54,54,54,54,54,54,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,72,72,72,72,72,72,72,,,,
Hong Kong,HKG,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,20,20,20,28,35,39,42,44,44,44,44,44,44,44,44,44,44,47,47,47,47,47,47,47,47,47,47,47,49,49,49,49,49,49,49,65,65,65,65,65,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,65,65,65,65,65,65,72,72,72,72,72,72,72,72,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,70,70,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,,,
Honduras,HND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14,14,14,14,14,14,14,14,14,29,29,29,71,71,71,71,74,76,76,76,76,76,76,76,76,76,76,76,76,76,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,,,,,,,,,,,
Croatia,HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,8,8,8,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,26,26,26,32,37,39,39,49,51,54,66,72,74,87,87,87,87,87,87,87,87,87,90,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,88,88,88,88,88,88,88,91,91,91,91,91,91,91,78,78,78,78,78,78,78,78,78,78,78,78,78,78,72,66,66,64,64,64,64,64,64,64,64,56,56,56,56,56,56,56,56,56,56,56,,,
Haiti,HTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,10,10,10,10,13,13,13,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,61,61,61,61,61,61,61,61,61,61,61,61,61,63,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,64,64,64,64,64,64,64,64,64,64,64,64,64,,,,,,,,,,,,,,,,,
Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,14,18,18,18,18,18,18,18,18,24,24,45,47,47,47,47,57,57,65,65,65,65,65,65,65,65,65,67,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
Indonesia,IDN,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,10,10,10,10,10,16,16,20,20,20,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,28,28,28,28,28,28,28,28,28,28,28,28,35,37,35,35,37,37,37,37,38,38,38,40,40,40,42,42,42,42,42,42,42,42,42,48,48,48,56,56,56,56,56,56,56,56,56,56,56,56,56,56,62,62,62,62,62,62,62,62,62,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,49,49,47,47,47,,,,,,,,
India,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,13,13,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,25,25,25,29,37,37,37,37,37,37,37,37,41,43,45,51,51,53,59,71,75,91,82,82,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,96,96,96,96,96,96,96,96,96,96,96,94,94,94,94,94,94,94,94,94,94,94,94,94,94,84,84,84,84,84,84,84,84,84,84,84,84,84,84,82,82,82,82,82,82,82,82,82,82,82,82,82,82,79,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,
Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,17,17,17,17,17,17,17,17,17,17,17,17,31,38,38,46,46,46,46,46,46,46,46,46,55,55,62,74,81,81,81,81,81,81,81,81,81,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,76,76,76,76,76,76,76,76,76,76,76,,,
Iran,IRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,8,8,8,14,14,14,14,14,14,14,14,29,29,29,29,29,29,29,29,29,29,37,37,37,37,40,40,40,44,44,44,44,44,49,49,49,49,49,49,49,49,49,51,51,53,53,53,53,47,47,47,47,47,47,47,47,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,47,47,47,47,47,47,47,43,63,63,63,63,63,63,63,63,63,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,,,
Iraq,IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,8,13,16,42,42,39,39,39,39,39,39,39,39,39,39,39,39,39,45,45,54,54,54,56,65,65,65,65,65,68,68,68,68,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,62,62,62,62,62,62,70,70,70,70,70,70,70,70,70,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,
Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,24,32,32,32,35,35,40,58,58,58,58,60,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,58,58,58,58,58,58,58,58,58,58,58,,,,,,,,,,,,,,
Israel,ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,4,4,4,4,4,12,12,12,12,12,12,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,26,26,26,26,29,29,29,29,39,47,47,54,62,72,72,72,74,74,74,74,74,74,74,74,74,74,74,82,85,85,87,87,87,87,88,91,91,91,89,89,89,91,91,91,89,89,87,87,87,87,87,87,87,84,84,86,86,84,84,84,81,81,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,6,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,29,36,59,59,59,61,61,61,61,61,61,61,64,64,64,64,64,64,70,72,72,72,72,72,72,78,78,78,82,82,82,82,82,82,82,84,84,84,84,84,84,84,84,84,84,84,84,84,84,81,81,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,64,64,64,64,64,64,64,64,64,64,64,64,67,67,65,65,65,65,65,65,65,62,62,62,62,62,62,62,62,63,58,58,58,58,58,58,58,58,58,,,,,,,
Jamaica,JAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,17,17,17,17,17,17,17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,28,28,47,47,47,47,47,56,56,56,58,58,58,58,58,58,58,58,58,58,58,65,65,65,65,65,65,65,65,69,69,69,69,69,69,70,70,70,70,70,70,70,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,72,72,72,72,72,72,72,69,69,69,69,69,69,,,,,
Jordan,JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,13,13,13,13,13,13,28,28,32,82,82,82,82,82,82,82,82,82,82,82,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,81,81,81,81,81,81,77,77,77,77,77,77,77,75,75,75,75,75,75,75,75,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,53,53,48,48,48,48,48,48,48,48,48,48,48
Japan,JPN,0,0,0,0,0,0,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,12,12,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,30,30,30,30,30,30,37,37,37,37,37,37,37,35,35,35,35,35,35,35,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,44,44,44,44,46,46,46,46,46,46,46,46,46,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,46,46,46,46,46,46,46,46,46,46,46,38,40,40,40,40,40,40,37,37,37,37,37,37,37,37,37,37,37,37,37,37,,,,
Kazakhstan,KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,16,16,16,35,35,41,60,60,64,64,64,71,71,71,71,71,71,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,83,83,83,83,83,83,83,83,83,83,78,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,,,
Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,25,25,35,46,46,49,49,53,53,53,53,56,62,62,74,74,74,74,74,74,74,74,74,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,,,,,,,
Kyrgyz Republic,KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,8,8,8,8,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,16,16,16,18,18,18,18,18,18,18,18,18,18,18,26,26,30,30,38,51,51,51,51,51,54,54,54,70,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,75,75,75,75,73,73,73,73,73,73,73,71,71,71,71,71,73,73,73,73,73,73,73,73,69,69,69,69,69,69,69,69,69,69,69,69,,,,,,,,,,,,,,
Cambodia,KHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,13,13,13,22,30,43,43,43,43,43,43,43,43,51,51,51,51,51,51,51,51,51,51,51,51,51,53,60,60,60,60,60,60,60,60,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,41,41,41,,41,41,41,41,41,41,41,41,41,41,41,,,
South Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,6,6,8,16,16,20,26,26,28,33,33,33,33,37,37,37,37,37,37,37,37,37,37,47,47,50,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,58,58,58,58,67,72,72,72,72,72,72,72,72,76,76,76,76,76,78,78,80,80,80,80,80,80,80,80,80,80,80,80,74,74,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,51,51,51,51,51,51,51,51,51,63,63,63,63,63,63,63,63,63,63,63,63,63,63,,,,,,,
Kuwait,KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,10,12,12,12,12,12,12,12,12,12,22,22,22,22,22,22,35,35,35,39,54,62,64,64,64,64,64,64,64,64,64,69,69,69,69,69,69,69,69,69,69,71,71,71,71,71,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,80,80,80,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78
Laos,LAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,10,10,18,18,21,21,21,21,21,21,21,22,22,22,22,69,69,69,69,69,69,69,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,79,79,79,69,69,69,69,69,69,69,69,69,69,69,69,69,69,50,50,50,50,50,50,50,50,50,50,50,50,50,50,42,42,42,42,42,42,42,42,42,42,42,42,42,,,,,
Lebanon,LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,12,12,12,16,24,24,24,24,24,24,33,33,33,33,33,33,33,33,33,33,43,43,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,67,67,67,67,67,67,64,64,64,64,64,64,64,64,64,64,69,69,69,69,69,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,
Liberia,LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,16,28,28,28,28,37,58,58,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,63,65,65,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,65,65,65,65,65,65,65,65,65,65,65,65,67,62,62,62,62,62,62,62,62,62,62,62,62,62,62
Libya,LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,19,26,48,48,48,48,48,48,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,74,76,76,76,76,76,76,76,76,76,74,74,74,74,74,74,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
Sri Lanka,LKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,6,6,6,6,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,23,44,44,52,52,67,69,72,72,72,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,82,82,82,82,82,82,82,82,82,82,82,71,71,69,69,67,67,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,78,78,78,78,78,78,78,78,78,76,76,76,76,74,74,74,74,74,74,74,58,58,58,58,58,58,47,47,47,,,,,,,,
Lesotho,LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,8,8,8,8,8,8,8,8,8,8,49,53,53,53,53,53,53,53,53,53,53,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,53,53,53,53,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,,,,,,,,,
Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,24,35,35,35,59,63,63,63,63,63,63,63,63,63,63,63,63,63,65,65,65,65,65,65,65,65,81,81,81,85,85,85,85,81,81,81,81,81,81,81,81,81,81,81,81,81,78,78,78,78,78,78,78,78,78,78,78,78,78,78,76,76,76,76,76,76,76,74,74,74,74,74,74,74,74,74,74,74,74,74,74,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,
Luxembourg,LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,21,21,21,21,28,28,28,32,40,40,47,60,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,70,70,70,70,70,70,70,70,70,70,70,70,70,70,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,,,,,,,,
